ICD-9 code 1,ICD-9 code 2,Shared SNP associations,ICD-9 code 1 description,ICD-9 code 2 description,ICD-9 code category 1,ICD-9 code category 2
627.2,724.0,1,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,"SPINAL STENOSIS, UNSPECIFIED REGION OTHER THAN CERVICAL",Gynecological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
367.4,787.01,1,PRESBYOPIA,NAUSEA WITH VOMITING,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
451.19,715.98,1,PHLEBITIS AND THROMBOPHLEBITIS OF OTHER DEEP VESSELS OF LOWER EXTREMITIES,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, OTHER SPECIFIED SITES",Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
272.1,611.72,1,PURE HYPERGLYCERIDEMIA,LUMP OR MASS IN BREAST,Other_Nutritional_Disorders,Breast_Disorders
459.81,733.9,1,UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,"DISORDER OF BONE AND CARTILAGE, UNSPECIFIED",Other_Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.01,403.9,5,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",Endocrine_Disorders,Cardiovascular_Disorders
443.9,564.09,1,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED",OTHER CONSTIPATION,Other_Cardiovascular_Disorders,Digestive_System_Disorders
443.9,569.3,1,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED",HEMORRHAGE OF RECTUM AND ANUS,Other_Cardiovascular_Disorders,Digestive_System_Disorders
366.14,443.9,1,POSTERIOR SUBCAPSULAR POLAR SENILE CATARACT,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED",Ent_and_Eye_Disorders,Other_Cardiovascular_Disorders
790.21,790.6,1,IMPAIRED FASTING GLUCOSE,OTHER ABNORMAL BLOOD CHEMISTRY,Nonspecific_Abnormal_Findings,Nonspecific_Abnormal_Findings
366.52,723.4,1,"OTHER AFTER-CATARACT, NOT OBSCURING VISION",BRACHIAL NEURITIS OR RADICULITIS NOS,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
536.3,723.4,1,GASTROPARESIS,BRACHIAL NEURITIS OR RADICULITIS NOS,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
585.4,733.0,1,"CHRONIC KIDNEY DISEASE, STAGE IV (SEVERE)","OSTEOPOROSIS, UNSPECIFIED",Genitourinary_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
309.0,486.0,1,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,"PNEUMONIA, ORGANISM UNSPECIFIED",Psychiatric_Disorders,Infectious_Disorders
726.6,782.1,1,"ENTHESOPATHY OF KNEE, UNSPECIFIED",RASH AND OTHER NONSPECIFIC SKIN ERUPTION,Musculoskeletal_and_Connective_Tissue_Disorders,Other_Skin_and_Subcutaneous_Disorders
345.9,413.9,1,UNSPECIFIED EPILEPSY WITHOUT MENTION OF INTRACTABLE EPILEPSY,OTHER AND UNSPECIFIED ANGINA PECTORIS,Neurological_Disorders,Cardiovascular_Disorders
345.9,530.1,1,UNSPECIFIED EPILEPSY WITHOUT MENTION OF INTRACTABLE EPILEPSY,"ESOPHAGITIS, UNSPECIFIED",Neurological_Disorders,Digestive_System_Disorders
403.9,786.5,1,"UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED","CHEST PAIN, UNSPECIFIED",Cardiovascular_Disorders,Cardiovascular_Disorders
722.1,786.05,1,DISPLACEMENT OF LUMBAR INTERVERTEBRAL DISC WITHOUT MYELOPATHY,SHORTNESS OF BREATH,Musculoskeletal_and_Connective_Tissue_Disorders,Cardiovascular_Disorders
375.15,786.05,1,"TEAR FILM INSUFFICIENCY, UNSPECIFIED",SHORTNESS OF BREATH,Ent_and_Eye_Disorders,Cardiovascular_Disorders
578.9,787.91,1,"HEMORRHAGE OF GASTROINTESTINAL TRACT, UNSPECIFIED",DIARRHEA,Other_Digestive_System_Disorders,Other_Digestive_System_Disorders
724.0,790.4,1,"SPINAL STENOSIS, UNSPECIFIED REGION OTHER THAN CERVICAL",NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Musculoskeletal_and_Connective_Tissue_Disorders,Nonspecific_Abnormal_Findings
250.0,362.02,4,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",PROLIFERATIVE DIABETIC RETINOPATHY,Endocrine_Disorders,Ent_and_Eye_Disorders
435.9,786.9,1,UNSPECIFIED TRANSIENT CEREBRAL ISCHEMIA,OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,Neurological_Disorders,Perinatal_Conditions
354.0,786.9,1,CARPAL TUNNEL SYNDROME,OTHER SYMPTOMS INVOLVING RESPIRATORY SYSTEM AND CHEST,Neurological_Disorders,Perinatal_Conditions
216.9,716.59,1,"BENIGN NEOPLASM OF SKIN, SITE UNSPECIFIED","UNSPECIFIED POLYARTHROPATHY OR POLYARTHRITIS, MULTIPLE SITES",Benign_Neoplasms,Musculoskeletal_and_Connective_Tissue_Disorders
428.0,584.9,1,"CONGESTIVE HEART FAILURE, UNSPECIFIED","ACUTE KIDNEY FAILURE, UNSPECIFIED",Cardiovascular_Disorders,Genitourinary_Disorders
241.1,273.1,1,NONTOXIC MULTINODULAR GOITER,MONOCLONAL PARAPROTEINEMIA,Endocrine_Disorders,Other_Nutritional_Disorders
707.15,789.0,1,ULCER OF OTHER PART OF FOOT,"ABDOMINAL PAIN, UNSPECIFIED SITE",Other_Skin_and_Subcutaneous_Disorders,Other_Digestive_System_Disorders
585.5,789.04,1,"CHRONIC KIDNEY DISEASE, STAGE V","ABDOMINAL PAIN, LEFT LOWER QUADRANT",Genitourinary_Disorders,Other_Digestive_System_Disorders
414.01,428.22,1,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,CHRONIC SYSTOLIC HEART FAILURE,Cardiovascular_Disorders,Cardiovascular_Disorders
453.9,789.01,1,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,"ABDOMINAL PAIN, RIGHT UPPER QUADRANT",Hematologic_Disorders,Other_Digestive_System_Disorders
366.16,428.3,1,SENILE NUCLEAR SCLEROSIS,UNSPECIFIED DIASTOLIC HEART FAILURE,Ent_and_Eye_Disorders,Cardiovascular_Disorders
593.9,707.1,1,UNSPECIFIED DISORDER OF KIDNEY AND URETER,"ULCER OF LOWER LIMB, UNSPECIFIED",Genitourinary_Disorders,Other_Skin_and_Subcutaneous_Disorders
365.11,571.8,1,PRIMARY OPEN-ANGLE GLAUCOMA,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,Ent_and_Eye_Disorders,Digestive_System_Disorders
727.03,729.1,1,TRIGGER FINGER (ACQUIRED),"MYALGIA AND MYOSITIS, UNSPECIFIED",Infectious_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
427.32,790.21,1,ATRIAL FLUTTER,IMPAIRED FASTING GLUCOSE,Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
729.1,780.93,1,"MYALGIA AND MYOSITIS, UNSPECIFIED",MEMORY LOSS,Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
276.8,493.92,1,HYPOPOTASSEMIA,"UNSPECIFIED ASTHMA, WITH EXACERBATION",Fluid_And_Electrolyte_Disorders,Respiratory_Disorders
729.5,788.3,1,PAIN IN LIMB,UNSPECIFIED URINARY INCONTINENCE,Musculoskeletal_and_Connective_Tissue_Disorders,Other_Genitourinary_Disorders
530.1,790.5,1,"ESOPHAGITIS, UNSPECIFIED",OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,Digestive_System_Disorders,Nonspecific_Abnormal_Findings
729.5,780.52,1,PAIN IN LIMB,"INSOMNIA, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
296.9,440.23,1,UNSPECIFIED EPISODIC MOOD DISORDER,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH ULCERATION,Psychiatric_Disorders,Cardiovascular_Disorders
285.9,362.01,1,"ANEMIA, UNSPECIFIED",BACKGROUND DIABETIC RETINOPATHY,Hematologic_Disorders,Ent_and_Eye_Disorders
272.2,723.1,1,MIXED HYPERLIPIDEMIA,CERVICALGIA,Other_Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
332.0,599.0,1,PARALYSIS AGITANS,"URINARY TRACT INFECTION, SITE NOT SPECIFIED",Neurological_Disorders,Genitourinary_Disorders
716.59,724.02,1,"UNSPECIFIED POLYARTHROPATHY OR POLYARTHRITIS, MULTIPLE SITES","SPINAL STENOSIS, LUMBAR REGION, WITHOUT NEUROGENIC CLAUDICATION",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
461.9,611.72,1,"ACUTE SINUSITIS, UNSPECIFIED",LUMP OR MASS IN BREAST,Infectious_Disorders,Breast_Disorders
435.9,786.5,1,UNSPECIFIED TRANSIENT CEREBRAL ISCHEMIA,"CHEST PAIN, UNSPECIFIED",Neurological_Disorders,Cardiovascular_Disorders
428.32,786.5,1,CHRONIC DIASTOLIC HEART FAILURE,"CHEST PAIN, UNSPECIFIED",Cardiovascular_Disorders,Cardiovascular_Disorders
702.19,789.06,1,OTHER SEBORRHEIC KERATOSIS,"ABDOMINAL PAIN, EPIGASTRIC",Skin_and_Subcutaneous_Disorders,Other_Digestive_System_Disorders
278.02,305.1,1,OVERWEIGHT,TOBACCO USE DISORDER,Nutritional_Disorders,Substance_Abuse
562.1,700.0,1,DIVERTICULOSIS OF COLON (WITHOUT MENTION OF HEMORRHAGE),CORNS AND CALLOSITIES,Other_Digestive_System_Disorders,Skin_and_Subcutaneous_Disorders
584.9,706.1,1,"ACUTE KIDNEY FAILURE, UNSPECIFIED",OTHER ACNE,Genitourinary_Disorders,Other_Skin_and_Subcutaneous_Disorders
625.9,780.93,1,UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS,MEMORY LOSS,Gynecological_Disorders,Neurological_Disorders
250.6,727.03,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH NEUROLOGICAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",TRIGGER FINGER (ACQUIRED),Endocrine_Disorders,Infectious_Disorders
309.28,722.0,1,ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD,DISPLACEMENT OF CERVICAL INTERVERTEBRAL DISC WITHOUT MYELOPATHY,Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
413.9,571.8,1,OTHER AND UNSPECIFIED ANGINA PECTORIS,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,Cardiovascular_Disorders,Digestive_System_Disorders
533.9,790.21,1,"PEPTIC ULCER, UNSPECIFIED SITE, UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HEMORRHAGE, PERFORATION, OR OBSTRUCTION",IMPAIRED FASTING GLUCOSE,Digestive_System_Disorders,Nonspecific_Abnormal_Findings
585.3,789.07,1,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)","ABDOMINAL PAIN, GENERALIZED",Genitourinary_Disorders,Other_Digestive_System_Disorders
490.0,707.1,1,"BRONCHITIS, NOT SPECIFIED AS ACUTE OR CHRONIC","ULCER OF LOWER LIMB, UNSPECIFIED",Respiratory_Disorders,Other_Skin_and_Subcutaneous_Disorders
333.1,453.9,1,ESSENTIAL AND OTHER SPECIFIED FORMS OF TREMOR,EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,Neurological_Disorders,Hematologic_Disorders
389.1,453.9,1,"SENSORINEURAL HEARING LOSS, UNSPECIFIED",EMBOLISM AND THROMBOSIS OF UNSPECIFIED SITE,Ent_and_Eye_Disorders,Hematologic_Disorders
784.0,790.5,1,HEADACHE,OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS,Neurological_Disorders,Nonspecific_Abnormal_Findings
79.99,362.52,1,"UNSPECIFIED VIRAL INFECTION, IN CONDITIONS CLASSIFIED ELSEWHERE AND OF UNSPECIFIED SITE",EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,Infectious_Disorders,Ent_and_Eye_Disorders
719.43,787.91,1,"PAIN IN JOINT, FOREARM",DIARRHEA,Musculoskeletal_and_Connective_Tissue_Disorders,Other_Digestive_System_Disorders
599.0,724.5,1,"URINARY TRACT INFECTION, SITE NOT SPECIFIED","BACKACHE, UNSPECIFIED",Genitourinary_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
440.21,578.9,1,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH INTERMITTENT CLAUDICATION,"HEMORRHAGE OF GASTROINTESTINAL TRACT, UNSPECIFIED",Cardiovascular_Disorders,Other_Digestive_System_Disorders
278.0,536.3,1,"OBESITY, UNSPECIFIED",GASTROPARESIS,Nutritional_Disorders,Digestive_System_Disorders
491.21,733.01,1,OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,SENILE OSTEOPOROSIS,Respiratory_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
403.9,427.31,1,"UNSPECIFIED HYPERTENSIVE KIDNEY DISEASE WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",ATRIAL FIBRILLATION,Cardiovascular_Disorders,Cardiovascular_Disorders
721.3,723.0,1,LUMBOSACRAL SPONDYLOSIS WITHOUT MYELOPATHY,SPINAL STENOSIS IN CERVICAL REGION,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
682.9,708.9,1,CELLULITIS AND ABSCESS OF UNSPECIFIED SITE,"URTICARIA, UNSPECIFIED",Infectious_Disorders,Other_Skin_and_Subcutaneous_Disorders
708.9,724.4,1,"URTICARIA, UNSPECIFIED","THORACIC OR LUMBOSACRAL NEURITIS OR RADICULITIS, UNSPECIFIED",Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
53.9,365.04,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,BORDERLINE GLAUCOMA WITH OCULAR HYPERTENSION,Infectious_Disorders,Ent_and_Eye_Disorders
441.2,719.43,1,THORACIC ANEURYSM WITHOUT MENTION OF RUPTURE,"PAIN IN JOINT, FOREARM",Other_Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
695.3,782.1,1,ROSACEA,RASH AND OTHER NONSPECIFIC SKIN ERUPTION,Other_Skin_and_Subcutaneous_Disorders,Other_Skin_and_Subcutaneous_Disorders
296.9,493.9,1,UNSPECIFIED EPISODIC MOOD DISORDER,UNSPECIFIED ASTHMA,Psychiatric_Disorders,Respiratory_Disorders
272.4,362.02,3,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,PROLIFERATIVE DIABETIC RETINOPATHY,Other_Nutritional_Disorders,Ent_and_Eye_Disorders
251.1,366.16,1,OTHER SPECIFIED HYPOGLYCEMIA,SENILE NUCLEAR SCLEROSIS,Other_Endocrine_Disorders,Ent_and_Eye_Disorders
366.16,366.52,1,SENILE NUCLEAR SCLEROSIS,"OTHER AFTER-CATARACT, NOT OBSCURING VISION",Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
241.0,585.3,1,NONTOXIC UNINODULAR GOITER,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",Endocrine_Disorders,Genitourinary_Disorders
585.3,724.3,1,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",SCIATICA,Genitourinary_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
362.52,521.0,1,EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,UNSPECIFIED DENTAL CARIES,Ent_and_Eye_Disorders,Dental_Disorders
362.52,787.01,1,EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,NAUSEA WITH VOMITING,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
78.1,714.0,2,"VIRAL WARTS, UNSPECIFIED",RHEUMATOID ARTHRITIS,Infectious_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
728.71,782.3,1,PLANTAR FASCIAL FIBROMATOSIS,EDEMA,Musculoskeletal_and_Connective_Tissue_Disorders,Other_Skin_and_Subcutaneous_Disorders
739.2,786.5,1,"NONALLOPATHIC LESION OF THORACIC REGION, NOT ELSEWHERE CLASSIFIED","CHEST PAIN, UNSPECIFIED",Other_Musculoskeletal_and_Connective_Tissue_Disorders,Cardiovascular_Disorders
338.29,585.5,1,OTHER CHRONIC PAIN,"CHRONIC KIDNEY DISEASE, STAGE V",338.29,Genitourinary_Disorders
702.19,706.1,1,OTHER SEBORRHEIC KERATOSIS,OTHER ACNE,Skin_and_Subcutaneous_Disorders,Other_Skin_and_Subcutaneous_Disorders
700.0,783.1,1,CORNS AND CALLOSITIES,ABNORMAL WEIGHT GAIN,Skin_and_Subcutaneous_Disorders,Nutritional_Disorders
491.21,553.1,1,OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,UMBILICAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,Respiratory_Disorders,Digestive_System_Disorders
726.5,727.03,1,ENTHESOPATHY OF HIP REGION,TRIGGER FINGER (ACQUIRED),Musculoskeletal_and_Connective_Tissue_Disorders,Infectious_Disorders
784.0,789.04,1,HEADACHE,"ABDOMINAL PAIN, LEFT LOWER QUADRANT",Neurological_Disorders,Other_Digestive_System_Disorders
440.23,571.8,1,ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH ULCERATION,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,Cardiovascular_Disorders,Digestive_System_Disorders
332.0,486.0,1,PARALYSIS AGITANS,"PNEUMONIA, ORGANISM UNSPECIFIED",Neurological_Disorders,Infectious_Disorders
441.4,791.0,1,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,PROTEINURIA,Other_Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
465.9,571.5,1,ACUTE UPPER RESPIRATORY INFECTIONS OF UNSPECIFIED SITE,CIRRHOSIS OF LIVER WITHOUT MENTION OF ALCOHOL,Infectious_Disorders,Digestive_System_Disorders
585.4,739.2,1,"CHRONIC KIDNEY DISEASE, STAGE IV (SEVERE)","NONALLOPATHIC LESION OF THORACIC REGION, NOT ELSEWHERE CLASSIFIED",Genitourinary_Disorders,Other_Musculoskeletal_and_Connective_Tissue_Disorders
309.0,782.3,1,ADJUSTMENT DISORDER WITH DEPRESSED MOOD,EDEMA,Psychiatric_Disorders,Other_Skin_and_Subcutaneous_Disorders
278.0,530.85,1,"OBESITY, UNSPECIFIED",BARRETT'S ESOPHAGUS,Nutritional_Disorders,Digestive_System_Disorders
362.5,726.6,1,"MACULAR DEGENERATION (SENILE) OF RETINA, UNSPECIFIED","ENTHESOPATHY OF KNEE, UNSPECIFIED",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
268.9,756.12,1,UNSPECIFIED VITAMIN D DEFICIENCY,CONGENITAL SPONDYLOLISTHESIS,Late_Effects_of_Ricketts,Congenital_Anomalies
381.81,428.3,1,DYSFUNCTION OF EUSTACHIAN TUBE,UNSPECIFIED DIASTOLIC HEART FAILURE,Ent_and_Eye_Disorders,Cardiovascular_Disorders
462.0,846.0,1,ACUTE PHARYNGITIS,SPRAIN OF LUMBOSACRAL (JOINT) (LIGAMENT),Infectious_Disorders,Spinal_Injuries_(Including_Spinal_Fractures)
250.6,440.23,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH NEUROLOGICAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES WITH ULCERATION,Endocrine_Disorders,Cardiovascular_Disorders
366.14,627.2,1,POSTERIOR SUBCAPSULAR POLAR SENILE CATARACT,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,Ent_and_Eye_Disorders,Gynecological_Disorders
380.4,596.54,1,IMPACTED CERUMEN,"NEUROGENIC BLADDER, NOS",Ent_and_Eye_Disorders,Genitourinary_Disorders
238.2,379.21,1,NEOPLASM OF UNCERTAIN BEHAVIOR OF SKIN,VITREOUS DEGENERATION,Neoplasms,Ent_and_Eye_Disorders
272.1,374.87,1,PURE HYPERGLYCERIDEMIA,DERMATOCHALASIS,Other_Nutritional_Disorders,Ent_and_Eye_Disorders
553.1,723.4,1,UMBILICAL HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,BRACHIAL NEURITIS OR RADICULITIS NOS,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
607.84,783.1,1,IMPOTENCE OF ORGANIC ORIGIN,ABNORMAL WEIGHT GAIN,Genitourinary_Disorders,Nutritional_Disorders
250.5,424.1,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH OPHTHALMIC MANIFESTATIONS, NOT STATED AS UNCONTROLLED",AORTIC VALVE DISORDERS,Endocrine_Disorders,Cardiovascular_Disorders
362.56,440.2,1,MACULAR PUCKERING OF RETINA,"ATHEROSCLEROSIS OF NATIVE ARTERIES OF THE EXTREMITIES, UNSPECIFIED",Ent_and_Eye_Disorders,Cardiovascular_Disorders
435.9,707.1,1,UNSPECIFIED TRANSIENT CEREBRAL ISCHEMIA,"ULCER OF LOWER LIMB, UNSPECIFIED",Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
309.28,492.8,1,ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD,OTHER EMPHYSEMA,Psychiatric_Disorders,Respiratory_Disorders
311.0,592.0,1,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",CALCULUS OF KIDNEY,Psychiatric_Disorders,Genitourinary_Disorders
428.0,461.9,1,"CONGESTIVE HEART FAILURE, UNSPECIFIED","ACUTE SINUSITIS, UNSPECIFIED",Cardiovascular_Disorders,Infectious_Disorders
461.9,788.43,1,"ACUTE SINUSITIS, UNSPECIFIED",NOCTURIA,Infectious_Disorders,Other_Genitourinary_Disorders
708.9,722.93,1,"URTICARIA, UNSPECIFIED",OTHER AND UNSPECIFIED DISC DISORDER OF LUMBAR REGION,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
733.09,789.04,1,OTHER OSTEOPOROSIS,"ABDOMINAL PAIN, LEFT LOWER QUADRANT",Musculoskeletal_and_Connective_Tissue_Disorders,Other_Digestive_System_Disorders
153.9,305.1,1,"MALIGNANT NEOPLASM OF COLON, UNSPECIFIED SITE",TOBACCO USE DISORDER,Neoplasms,Substance_Abuse
593.2,790.21,1,ACQUIRED CYST OF KIDNEY,IMPAIRED FASTING GLUCOSE,Genitourinary_Disorders,Nonspecific_Abnormal_Findings
296.9,729.1,1,UNSPECIFIED EPISODIC MOOD DISORDER,"MYALGIA AND MYOSITIS, UNSPECIFIED",Psychiatric_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
571.8,593.2,1,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE,ACQUIRED CYST OF KIDNEY,Digestive_System_Disorders,Genitourinary_Disorders
365.0,386.11,1,"PREGLAUCOMA, UNSPECIFIED",BENIGN PAROXYSMAL POSITIONAL VERTIGO,Ent_and_Eye_Disorders,Ent_and_Eye_Disorders
443.9,716.59,1,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED","UNSPECIFIED POLYARTHROPATHY OR POLYARTHRITIS, MULTIPLE SITES",Other_Cardiovascular_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
173.3,345.9,1,UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,UNSPECIFIED EPILEPSY WITHOUT MENTION OF INTRACTABLE EPILEPSY,Neoplasms,Neurological_Disorders
274.0,706.1,1,"GOUTY ARTHROPATHY, UNSPECIFIED",OTHER ACNE,Other_Nutritional_Disorders,Other_Skin_and_Subcutaneous_Disorders
333.94,840.4,1,RESTLESS LEGS SYNDROME (RLS),ROTATOR CUFF (CAPSULE) SPRAIN,Neurological_Disorders,Other_Injuries_(Excluding_Fractures)
366.9,723.4,1,UNSPECIFIED CATARACT,BRACHIAL NEURITIS OR RADICULITIS NOS,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
533.9,723.4,1,"PEPTIC ULCER, UNSPECIFIED SITE, UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HEMORRHAGE, PERFORATION, OR OBSTRUCTION",BRACHIAL NEURITIS OR RADICULITIS NOS,Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
571.5,726.6,1,CIRRHOSIS OF LIVER WITHOUT MENTION OF ALCOHOL,"ENTHESOPATHY OF KNEE, UNSPECIFIED",Digestive_System_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
441.4,455.6,1,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,UNSPECIFIED HEMORRHOIDS WITHOUT MENTION OF COMPLICATION,Other_Cardiovascular_Disorders,Varicose_Veins_Haemorrhoids_and_Lymphatic_Disorders
379.21,441.4,1,VITREOUS DEGENERATION,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,Ent_and_Eye_Disorders,Other_Cardiovascular_Disorders
366.16,788.43,1,SENILE NUCLEAR SCLEROSIS,NOCTURIA,Ent_and_Eye_Disorders,Other_Genitourinary_Disorders
357.2,362.02,1,POLYNEUROPATHY IN DIABETES,PROLIFERATIVE DIABETIC RETINOPATHY,Neurological_Disorders,Ent_and_Eye_Disorders
459.81,707.1,1,UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,"ULCER OF LOWER LIMB, UNSPECIFIED",Other_Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
277.7,492.8,1,DYSMETABOLIC SYNDROME X,OTHER EMPHYSEMA,Inherited_Metabolic_and_Immune_Disorders,Respiratory_Disorders
702.19,789.03,1,OTHER SEBORRHEIC KERATOSIS,"ABDOMINAL PAIN, RIGHT LOWER QUADRANT",Skin_and_Subcutaneous_Disorders,Other_Digestive_System_Disorders
365.7,726.5,1,"GLAUCOMA STAGE, UNSPECIFIED",ENTHESOPATHY OF HIP REGION,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
285.9,491.21,1,"ANEMIA, UNSPECIFIED",OBSTRUCTIVE CHRONIC BRONCHITIS WITH EXACERBATION,Hematologic_Disorders,Respiratory_Disorders
625.9,715.95,1,UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, PELVIC REGION AND THIGH",Gynecological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
625.9,788.31,1,UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS,URGE INCONTINENCE,Gynecological_Disorders,Other_Genitourinary_Disorders
